Order_ID,User_ID,Product_ID,"upid",Shipping_Address_ID,Credit_Card_ID,Subtotal,Tax_Cost,Shipping_Cost,Total_Cost,"date","Created_Date","Updated_Date","Status",Transaction_Number,Tracking_Number,"Tracking_Type","Notes"
3269,261,7,"E",NULL,NULL,158,14,58,230,"2014-12-17 05:02:42","2014-12-17 05:02:42","2015-01-28 05:02:42","Delivered",3647567,721074719,"4","Enter Notes Here"
3270,35,1,"E",NULL,NULL,97,9,20,126,"2014-12-17 05:17:40","2014-12-17 05:17:40","2014-12-26 05:17:40","In Transit",5742425,75990002,"4","Enter Notes Here"
3271,224,28,"F",NULL,NULL,96,9,35,140,"2014-12-17 05:47:10","2014-12-17 05:47:10","2015-01-02 05:47:10","Delivered",7190645,826709022,"5","Enter Notes Here"
3272,301,44,"C",NULL,NULL,399,36,31,466,"2014-12-17 05:49:10","2014-12-17 05:49:10","2015-01-24 05:49:10","In Transit",7739087,150770716,"7","Enter Notes Here"
3273,104,28,"F",NULL,NULL,444,40,41,525,"2014-12-17 06:01:20","2014-12-17 06:01:20","2015-01-05 06:01:20","Ready for Pickup",9696066,617191073,"9","Enter Notes Here"
3274,179,4,"F",NULL,NULL,43,4,61,108,"2014-12-17 06:18:45","2014-12-17 06:18:45","2014-12-24 06:18:45","Ready for Pickup",1058239,513405000,"9","Enter Notes Here"
3275,319,37,"D",NULL,NULL,99,9,22,130,"2014-12-17 06:23:12","2014-12-17 06:23:12","2015-01-16 06:23:12","Delivered",3982600,603619737,"1","Enter Notes Here"
3276,125,16,"D",NULL,NULL,114,10,50,174,"2014-12-17 07:05:30","2014-12-17 07:05:30","2015-01-21 07:05:30","Delivered",9396738,74021450,"5","Enter Notes Here"
3277,125,37,"F",NULL,NULL,135,12,94,241,"2014-12-17 07:35:10","2014-12-17 07:35:10","2015-01-13 07:35:10","Cancelled",7415443,916929019,"5","Enter Notes Here"
3278,351,48,"D",NULL,NULL,174,16,53,243,"2014-12-17 08:19:31","2014-12-17 08:19:31","2014-12-25 08:19:31","Delivered",245014,490146601,"3","Enter Notes Here"
3279,238,4,"D",NULL,NULL,434,39,23,496,"2014-12-17 08:40:43","2014-12-17 08:40:43","2015-02-01 08:40:43","In Transit",9268435,871953027,"9","Enter Notes Here"
3280,131,31,"C",NULL,NULL,387,35,65,487,"2014-12-17 08:52:20","2014-12-17 08:52:20","2015-01-02 08:52:20","In Transit",1733051,541503433,"9","Enter Notes Here"
3281,21,7,"D",NULL,NULL,330,30,72,432,"2014-12-17 08:52:51","2014-12-17 08:52:51","2014-12-28 08:52:51","In Transit",8876068,577312531,"3","Enter Notes Here"
3282,64,9,"C",NULL,NULL,348,31,35,414,"2014-12-17 09:12:09","2014-12-17 09:12:09","2015-01-26 09:12:09","Delivered",7922489,697493347,"7","Enter Notes Here"
3283,93,48,"C",NULL,NULL,133,12,52,197,"2014-12-17 09:56:30","2014-12-17 09:56:30","2015-01-08 09:56:30","In Transit",7053145,873499997,"6","Enter Notes Here"
3284,283,13,"E",NULL,NULL,484,44,93,621,"2014-12-17 11:09:43","2014-12-17 11:09:43","2015-01-20 11:09:43","Delivered",9720078,176787882,"2","Enter Notes Here"
3285,263,2,"A",NULL,NULL,228,21,17,266,"2014-12-17 11:40:08","2014-12-17 11:40:08","2015-01-05 11:40:08","Delivered",559162,221481161,"1","Enter Notes Here"
3286,310,33,"B",NULL,NULL,485,44,90,619,"2014-12-17 12:08:29","2014-12-17 12:08:29","2015-01-30 12:08:29","Cancelled",5048993,157435909,"5","Enter Notes Here"
3287,7,9,"C",NULL,NULL,415,37,96,548,"2014-12-17 13:04:26","2014-12-17 13:04:26","2015-01-11 13:04:26","Delivered",9774039,262229478,"1","Enter Notes Here"
3288,317,28,"C",NULL,NULL,472,42,89,603,"2014-12-17 13:28:13","2014-12-17 13:28:13","2014-12-24 13:28:13","Delivered",7402093,515075660,"7","Enter Notes Here"
3289,197,3,"C",NULL,NULL,49,4,50,103,"2014-12-17 13:49:08","2014-12-17 13:49:08","2014-12-27 13:49:08","Delivered",2645182,592731113,"2","Enter Notes Here"
3290,371,33,"C",NULL,NULL,289,26,58,373,"2014-12-17 14:16:15","2014-12-17 14:16:15","2014-12-24 14:16:15","In Transit",3876605,567246227,"4","Enter Notes Here"
3291,263,26,"D",NULL,NULL,112,10,39,161,"2014-12-17 15:27:05","2014-12-17 15:27:05","2015-01-31 15:27:05","Delivered",1936754,596744896,"3","Enter Notes Here"
3292,124,43,"G",NULL,NULL,26,2,42,70,"2014-12-17 15:57:24","2014-12-17 15:57:24","2014-12-29 15:57:24","Delivered",5023092,947937645,"5","Enter Notes Here"
3293,170,40,"G",NULL,NULL,169,15,37,221,"2014-12-17 16:51:05","2014-12-17 16:51:05","2015-01-15 16:51:05","Cancelled",8483405,216111864,"6","Enter Notes Here"
3294,290,37,"A",NULL,NULL,31,3,40,74,"2014-12-17 17:17:51","2014-12-17 17:17:51","2015-01-08 17:17:51","Ready for Pickup",2199201,519430424,"7","Enter Notes Here"
3295,227,6,"D",NULL,NULL,496,45,60,601,"2014-12-17 17:33:59","2014-12-17 17:33:59","2014-12-30 17:33:59","In Transit",7510830,94688320,"3","Enter Notes Here"
3296,186,31,"C",NULL,NULL,41,4,99,144,"2014-12-17 18:26:40","2014-12-17 18:26:40","2015-01-27 18:26:40","Delivered",993259,346408091,"2","Enter Notes Here"
3297,218,36,"G",NULL,NULL,446,40,93,579,"2014-12-17 18:52:28","2014-12-17 18:52:28","2015-01-19 18:52:28","In Transit",1482638,47348575,"4","Enter Notes Here"
3298,16,5,"A",NULL,NULL,157,14,79,250,"2014-12-17 20:31:58","2014-12-17 20:31:58","2014-12-26 20:31:58","Received",4630833,932962093,"5","Enter Notes Here"
3299,259,41,"E",NULL,NULL,491,44,11,546,"2014-12-17 21:02:41","2014-12-17 21:02:41","2015-01-03 21:02:41","Received",8721917,786700014,"4","Enter Notes Here"
3300,251,44,"E",NULL,NULL,303,27,34,364,"2014-12-17 21:08:22","2014-12-17 21:08:22","2015-01-17 21:08:22","Delivered",8449441,514517939,"1","Enter Notes Here"
3301,284,50,"C",NULL,NULL,125,11,45,181,"2014-12-17 21:09:21","2014-12-17 21:09:21","2015-01-06 21:09:21","Received",4572427,731521413,"7","Enter Notes Here"
3302,315,27,"B",NULL,NULL,100,9,39,148,"2014-12-17 21:10:35","2014-12-17 21:10:35","2015-02-01 21:10:35","Ready for Pickup",1826483,13483484,"4","Enter Notes Here"
3303,82,47,"D",NULL,NULL,271,24,56,351,"2014-12-17 21:15:08","2014-12-17 21:15:08","2015-01-02 21:15:08","Ready for Pickup",8884266,530570325,"6","Enter Notes Here"
3304,96,49,"E",NULL,NULL,282,25,61,368,"2014-12-17 21:42:38","2014-12-17 21:42:38","2014-12-24 21:42:38","Received",2071991,895988449,"9","Enter Notes Here"
3305,50,19,"D",NULL,NULL,92,8,46,146,"2014-12-17 21:57:49","2014-12-17 21:57:49","2015-01-28 21:57:49","In Transit",5353990,483844558,"5","Enter Notes Here"
3306,36,38,"A",NULL,NULL,411,37,12,460,"2014-12-17 23:06:05","2014-12-17 23:06:05","2015-01-23 23:06:05","Ready for Pickup",1156782,464846998,"5","Enter Notes Here"
3307,145,21,"E",NULL,NULL,147,13,30,190,"2014-12-17 23:36:10","2014-12-17 23:36:10","2015-01-19 23:36:10","Cancelled",4823713,89535153,"5","Enter Notes Here"
3308,331,46,"E",NULL,NULL,405,36,10,451,"2014-12-17 23:37:12","2014-12-17 23:37:12","2015-01-24 23:37:12","In Transit",1498891,231003665,"3","Enter Notes Here"
3309,1,33,"G",NULL,NULL,96,9,98,203,"2014-12-18 00:09:27","2014-12-18 00:09:27","2015-01-05 00:09:27","Delivered",4827945,15501620,"9","Enter Notes Here"
3310,321,48,"C",NULL,NULL,239,22,51,312,"2014-12-18 01:08:36","2014-12-18 01:08:36","2015-01-26 01:08:36","Delivered",2998018,468839296,"9","Enter Notes Here"
3311,262,1,"E",NULL,NULL,120,11,64,195,"2014-12-18 01:32:53","2014-12-18 01:32:53","2015-01-26 01:32:53","Received",3532549,612343223,"2","Enter Notes Here"
3312,268,7,"A",NULL,NULL,431,39,95,565,"2014-12-18 01:36:06","2014-12-18 01:36:06","2015-01-07 01:36:06","In Transit",445045,218406621,"8","Enter Notes Here"
3313,128,1,"F",NULL,NULL,338,30,46,414,"2014-12-18 02:40:57","2014-12-18 02:40:57","2015-01-07 02:40:57","Received",6417296,350895025,"5","Enter Notes Here"
3314,324,21,"D",NULL,NULL,483,43,47,573,"2014-12-18 03:12:13","2014-12-18 03:12:13","2014-12-30 03:12:13","Delivered",3005942,752222973,"5","Enter Notes Here"
3315,115,5,"A",NULL,NULL,304,27,18,349,"2014-12-18 03:32:00","2014-12-18 03:32:00","2015-01-02 03:32:00","In Transit",2330196,32720452,"8","Enter Notes Here"
3316,154,31,"B",NULL,NULL,179,16,86,281,"2014-12-18 03:37:56","2014-12-18 03:37:56","2015-01-09 03:37:56","In Transit",2126549,980710475,"5","Enter Notes Here"
3317,171,43,"A",NULL,NULL,64,6,83,153,"2014-12-18 04:23:59","2014-12-18 04:23:59","2015-01-05 04:23:59","Delivered",6638011,48835672,"4","Enter Notes Here"
3318,316,12,"G",NULL,NULL,371,33,11,415,"2014-12-18 05:04:15","2014-12-18 05:04:15","2015-01-31 05:04:15","Ready for Pickup",231331,489331485,"8","Enter Notes Here"
3319,360,46,"G",NULL,NULL,136,12,72,220,"2014-12-18 05:07:16","2014-12-18 05:07:16","2015-01-05 05:07:16","Ready for Pickup",4453328,266873948,"8","Enter Notes Here"
3320,11,35,"A",NULL,NULL,358,32,83,473,"2014-12-18 05:48:42","2014-12-18 05:48:42","2015-01-22 05:48:42","Cancelled",5010253,296761979,"2","Enter Notes Here"
3321,362,40,"F",NULL,NULL,256,23,62,341,"2014-12-18 05:49:57","2014-12-18 05:49:57","2014-12-27 05:49:57","Cancelled",7080137,35384769,"7","Enter Notes Here"
3322,300,21,"A",NULL,NULL,494,44,98,636,"2014-12-18 06:38:21","2014-12-18 06:38:21","2015-01-19 06:38:21","Ready for Pickup",9149445,268328678,"1","Enter Notes Here"
3323,166,48,"G",NULL,NULL,228,21,38,287,"2014-12-18 07:00:52","2014-12-18 07:00:52","2015-01-20 07:00:52","Delivered",8286464,820283991,"3","Enter Notes Here"
3324,290,35,"D",NULL,NULL,17,2,31,50,"2014-12-18 07:33:14","2014-12-18 07:33:14","2015-01-26 07:33:14","Delivered",9395140,969393499,"3","Enter Notes Here"
3325,28,44,"F",NULL,NULL,468,42,29,539,"2014-12-18 07:56:15","2014-12-18 07:56:15","2015-01-04 07:56:15","In Transit",9421796,69299303,"4","Enter Notes Here"
3326,252,45,"E",NULL,NULL,92,8,14,114,"2014-12-18 07:56:50","2014-12-18 07:56:50","2015-01-23 07:56:50","Ready for Pickup",5889399,325426850,"5","Enter Notes Here"
3327,246,20,"C",NULL,NULL,316,28,17,361,"2014-12-18 08:43:26","2014-12-18 08:43:26","2014-12-30 08:43:26","Ready for Pickup",9845231,818215469,"7","Enter Notes Here"
3328,155,5,"D",NULL,NULL,254,23,79,356,"2014-12-18 09:21:34","2014-12-18 09:21:34","2015-01-17 09:21:34","In Transit",2681795,619358365,"2","Enter Notes Here"
3329,364,7,"F",NULL,NULL,198,18,77,293,"2014-12-18 09:38:12","2014-12-18 09:38:12","2015-01-30 09:38:12","In Transit",4392654,819292055,"3","Enter Notes Here"
3330,31,35,"E",NULL,NULL,145,13,68,226,"2014-12-18 10:01:04","2014-12-18 10:01:04","2014-12-25 10:01:04","Received",8423932,253703814,"5","Enter Notes Here"
3331,212,45,"A",NULL,NULL,183,16,85,284,"2014-12-18 10:42:25","2014-12-18 10:42:25","2015-01-01 10:42:25","Delivered",4356318,239096921,"2","Enter Notes Here"
3332,137,31,"G",NULL,NULL,52,5,67,124,"2014-12-18 10:42:34","2014-12-18 10:42:34","2015-01-04 10:42:34","Delivered",9985544,535237929,"9","Enter Notes Here"
3333,111,2,"A",NULL,NULL,69,6,11,86,"2014-12-18 10:55:34","2014-12-18 10:55:34","2015-01-05 10:55:34","Ready for Pickup",397780,153399558,"1","Enter Notes Here"
3334,321,18,"C",NULL,NULL,323,29,35,387,"2014-12-18 11:05:49","2014-12-18 11:05:49","2014-12-28 11:05:49","Delivered",7633009,195792195,"1","Enter Notes Here"
3335,1,4,"F",NULL,NULL,439,40,97,576,"2014-12-18 11:21:45","2014-12-18 11:21:45","2015-01-02 11:21:45","Delivered",8649630,691825583,"9","Enter Notes Here"
3336,216,23,"C",NULL,NULL,101,9,92,202,"2014-12-18 11:56:57","2014-12-18 11:56:57","2015-01-22 11:56:57","In Transit",2752677,650580767,"7","Enter Notes Here"
3337,43,25,"A",NULL,NULL,13,1,32,46,"2014-12-18 12:13:52","2014-12-18 12:13:52","2015-01-09 12:13:52","Delivered",5845554,566264905,"2","Enter Notes Here"
3338,309,19,"B",NULL,NULL,500,45,32,577,"2014-12-18 12:40:28","2014-12-18 12:40:28","2015-01-02 12:40:28","Delivered",6346158,454772577,"9","Enter Notes Here"
3339,293,50,"B",NULL,NULL,95,9,12,116,"2014-12-18 13:07:25","2014-12-18 13:07:25","2015-01-29 13:07:25","Delivered",9179413,985942950,"8","Enter Notes Here"
3340,292,1,"D",NULL,NULL,394,35,81,510,"2014-12-18 13:43:35","2014-12-18 13:43:35","2014-12-25 13:43:35","Delivered",5672969,727634287,"6","Enter Notes Here"
3341,122,46,"A",NULL,NULL,175,16,76,267,"2014-12-18 13:57:14","2014-12-18 13:57:14","2015-01-11 13:57:14","Delivered",3164293,37688727,"7","Enter Notes Here"
3342,65,13,"E",NULL,NULL,266,24,17,307,"2014-12-18 16:07:57","2014-12-18 16:07:57","2015-01-22 16:07:57","In Transit",2873406,442359733,"2","Enter Notes Here"
3343,243,17,"D",NULL,NULL,273,25,86,384,"2014-12-18 16:29:30","2014-12-18 16:29:30","2015-02-04 16:29:30","Ready for Pickup",9288446,849338419,"9","Enter Notes Here"
3344,229,40,"F",NULL,NULL,444,40,65,549,"2014-12-18 16:35:02","2014-12-18 16:35:02","2014-12-26 16:35:02","Delivered",8746029,896386014,"5","Enter Notes Here"
3345,143,41,"E",NULL,NULL,21,2,29,52,"2014-12-18 17:16:56","2014-12-18 17:16:56","2015-01-09 17:16:56","Delivered",6845566,245057055,"3","Enter Notes Here"
3346,242,39,"B",NULL,NULL,457,41,94,592,"2014-12-18 18:44:05","2014-12-18 18:44:05","2015-01-23 18:44:05","In Transit",3990563,461111684,"5","Enter Notes Here"
3347,197,21,"E",NULL,NULL,216,19,48,283,"2014-12-18 18:53:27","2014-12-18 18:53:27","2015-01-06 18:53:27","Delivered",5010526,31298851,"7","Enter Notes Here"
3348,356,42,"A",NULL,NULL,72,6,32,110,"2014-12-18 19:23:45","2014-12-18 19:23:45","2015-01-02 19:23:45","Delivered",5140125,821879063,"9","Enter Notes Here"
3349,300,30,"E",NULL,NULL,60,5,100,165,"2014-12-18 19:44:40","2014-12-18 19:44:40","2015-01-24 19:44:40","Received",5358812,550746824,"2","Enter Notes Here"
3350,361,3,"G",NULL,NULL,382,34,42,458,"2014-12-18 19:48:18","2014-12-18 19:48:18","2015-01-22 19:48:18","In Transit",4960927,475063684,"5","Enter Notes Here"
3351,275,17,"E",NULL,NULL,77,7,54,138,"2014-12-18 19:50:11","2014-12-18 19:50:11","2015-01-03 19:50:11","Received",7583547,914700866,"5","Enter Notes Here"
3352,45,3,"C",NULL,NULL,268,24,26,318,"2014-12-18 20:24:10","2014-12-18 20:24:10","2015-01-04 20:24:10","Received",8008483,180398577,"5","Enter Notes Here"
3353,23,23,"F",NULL,NULL,105,9,65,179,"2014-12-18 20:57:07","2014-12-18 20:57:07","2014-12-31 20:57:07","In Transit",6613903,36122199,"6","Enter Notes Here"
3354,101,9,"A",NULL,NULL,194,17,100,311,"2014-12-18 21:15:47","2014-12-18 21:15:47","2014-12-29 21:15:47","Cancelled",7796403,679116104,"7","Enter Notes Here"
3355,53,22,"B",NULL,NULL,393,35,25,453,"2014-12-18 21:27:27","2014-12-18 21:27:27","2015-02-03 21:27:27","In Transit",5784128,106758314,"5","Enter Notes Here"
3356,384,38,"D",NULL,NULL,87,8,57,152,"2014-12-18 21:58:58","2014-12-18 21:58:58","2015-01-28 21:58:58","Received",5653599,570517191,"6","Enter Notes Here"
3357,345,43,"D",NULL,NULL,15,1,49,65,"2014-12-18 21:59:51","2014-12-18 21:59:51","2014-12-25 21:59:51","Delivered",841831,403236156,"8","Enter Notes Here"
3358,365,47,"G",NULL,NULL,391,35,19,445,"2014-12-18 22:08:16","2014-12-18 22:08:16","2015-01-21 22:08:16","Delivered",1823226,650306082,"6","Enter Notes Here"
3359,215,2,"C",NULL,NULL,95,9,87,191,"2014-12-18 22:11:22","2014-12-18 22:11:22","2015-01-12 22:11:22","Received",1725757,390030408,"1","Enter Notes Here"
3360,277,12,"G",NULL,NULL,348,31,91,470,"2014-12-18 22:21:12","2014-12-18 22:21:12","2015-01-30 22:21:12","Delivered",4314146,822637458,"8","Enter Notes Here"
3361,313,1,"B",NULL,NULL,131,12,21,164,"2014-12-18 22:48:54","2014-12-18 22:48:54","2015-01-18 22:48:54","Delivered",4838926,556367435,"1","Enter Notes Here"
3362,287,32,"C",NULL,NULL,273,25,10,308,"2014-12-18 22:58:47","2014-12-18 22:58:47","2015-02-03 22:58:47","Delivered",6464894,974512415,"3","Enter Notes Here"
3363,19,29,"D",NULL,NULL,359,32,97,488,"2014-12-19 00:07:02","2014-12-19 00:07:02","2015-01-17 00:07:02","Delivered",5146653,323087692,"1","Enter Notes Here"
3364,125,11,"D",NULL,NULL,224,20,99,343,"2014-12-19 00:37:54","2014-12-19 00:37:54","2015-01-20 00:37:54","In Transit",5443890,739462531,"5","Enter Notes Here"
3365,55,32,"B",NULL,NULL,242,22,13,277,"2014-12-19 00:56:31","2014-12-19 00:56:31","2015-01-06 00:56:31","Cancelled",5460868,283959818,"5","Enter Notes Here"
3366,117,16,"G",NULL,NULL,252,23,15,290,"2014-12-19 01:09:00","2014-12-19 01:09:00","2015-02-05 01:09:00","Delivered",7152477,544656044,"2","Enter Notes Here"
3367,236,10,"B",NULL,NULL,43,4,26,73,"2014-12-19 01:14:35","2014-12-19 01:14:35","2015-01-22 01:14:35","In Transit",8151867,345547945,"4","Enter Notes Here"
3368,352,4,"A",NULL,NULL,432,39,67,538,"2014-12-19 01:17:58","2014-12-19 01:17:58","2015-01-11 01:17:58","Delivered",5201201,155695899,"4","Enter Notes Here"
3369,207,16,"E",NULL,NULL,314,28,42,384,"2014-12-19 01:47:53","2014-12-19 01:47:53","2015-01-19 01:47:53","Delivered",1910410,626804520,"3","Enter Notes Here"
3370,163,42,"D",NULL,NULL,309,28,92,429,"2014-12-19 01:50:22","2014-12-19 01:50:22","2015-01-15 01:50:22","Delivered",4437625,959810461,"3","Enter Notes Here"
3371,247,50,"C",NULL,NULL,499,45,48,592,"2014-12-19 01:58:25","2014-12-19 01:58:25","2015-01-06 01:58:25","Received",9953556,732723442,"3","Enter Notes Here"
3372,215,13,"E",NULL,NULL,384,35,81,500,"2014-12-19 02:19:29","2014-12-19 02:19:29","2015-01-20 02:19:29","Delivered",3690802,75259869,"1","Enter Notes Here"
3373,100,16,"E",NULL,NULL,70,6,32,108,"2014-12-19 02:31:38","2014-12-19 02:31:38","2015-01-09 02:31:38","Received",1547523,357173211,"9","Enter Notes Here"
3374,172,31,"C",NULL,NULL,369,33,59,461,"2014-12-19 02:34:26","2014-12-19 02:34:26","2015-01-14 02:34:26","Delivered",632028,210181837,"1","Enter Notes Here"
3375,152,20,"B",NULL,NULL,41,4,73,118,"2014-12-19 03:42:19","2014-12-19 03:42:19","2015-01-09 03:42:19","Cancelled",9492783,732926218,"5","Enter Notes Here"
3376,210,11,"F",NULL,NULL,10,1,61,72,"2014-12-19 04:26:16","2014-12-19 04:26:16","2015-01-25 04:26:16","In Transit",1221926,466209066,"5","Enter Notes Here"
3377,3,24,"G",NULL,NULL,50,5,79,134,"2014-12-19 04:48:13","2014-12-19 04:48:13","2015-01-26 04:48:13","Delivered",9906864,927977999,"7","Enter Notes Here"
3378,8,25,"G",NULL,NULL,33,3,42,78,"2014-12-19 05:32:30","2014-12-19 05:32:30","2015-01-25 05:32:30","Delivered",5644911,479747149,"6","Enter Notes Here"
3379,112,32,"F",NULL,NULL,351,32,98,481,"2014-12-19 06:10:17","2014-12-19 06:10:17","2015-01-20 06:10:17","Cancelled",8414759,921637143,"1","Enter Notes Here"
3380,276,23,"A",NULL,NULL,244,22,52,318,"2014-12-19 06:46:11","2014-12-19 06:46:11","2015-01-27 06:46:11","Delivered",1834204,758545479,"6","Enter Notes Here"
3381,35,6,"B",NULL,NULL,446,40,59,545,"2014-12-19 06:55:33","2014-12-19 06:55:33","2015-01-05 06:55:33","Delivered",176797,216704969,"3","Enter Notes Here"
3382,104,37,"E",NULL,NULL,18,2,41,61,"2014-12-19 07:07:37","2014-12-19 07:07:37","2015-01-02 07:07:37","Received",4079785,37385100,"9","Enter Notes Here"
3383,319,29,"A",NULL,NULL,346,31,18,395,"2014-12-19 07:35:47","2014-12-19 07:35:47","2015-01-09 07:35:47","Ready for Pickup",5806033,446670087,"5","Enter Notes Here"
3384,293,28,"C",NULL,NULL,40,4,58,102,"2014-12-19 07:45:51","2014-12-19 07:45:51","2015-01-04 07:45:51","In Transit",3674802,370067141,"5","Enter Notes Here"
3385,32,23,"B",NULL,NULL,21,2,52,75,"2014-12-19 09:08:56","2014-12-19 09:08:56","2015-01-03 09:08:56","Delivered",9516231,769593803,"2","Enter Notes Here"
3386,239,30,"F",NULL,NULL,23,2,23,48,"2014-12-19 09:20:12","2014-12-19 09:20:12","2015-01-18 09:20:12","Ready for Pickup",5847872,896564421,"7","Enter Notes Here"
3387,357,46,"F",NULL,NULL,258,23,94,375,"2014-12-19 09:27:28","2014-12-19 09:27:28","2015-01-08 09:27:28","Delivered",7676480,173944946,"3","Enter Notes Here"
3388,370,35,"A",NULL,NULL,107,10,27,144,"2014-12-19 09:40:08","2014-12-19 09:40:08","2015-02-01 09:40:08","Delivered",4424197,830456246,"3","Enter Notes Here"
3389,374,11,"G",NULL,NULL,478,43,26,547,"2014-12-19 10:14:41","2014-12-19 10:14:41","2015-01-16 10:14:41","Delivered",4061283,228799940,"7","Enter Notes Here"
3390,224,29,"F",NULL,NULL,237,21,58,316,"2014-12-19 10:21:57","2014-12-19 10:21:57","2015-01-10 10:21:57","Delivered",2578800,747943619,"8","Enter Notes Here"
3391,275,15,"G",NULL,NULL,40,4,89,133,"2014-12-19 10:35:53","2014-12-19 10:35:53","2015-01-28 10:35:53","Delivered",7890703,370356729,"2","Enter Notes Here"
3392,190,43,"F",NULL,NULL,211,19,45,275,"2014-12-19 10:41:20","2014-12-19 10:41:20","2014-12-28 10:41:20","Received",2347400,29996215,"9","Enter Notes Here"
3393,163,2,"F",NULL,NULL,229,21,28,278,"2014-12-19 10:53:03","2014-12-19 10:53:03","2015-01-01 10:53:03","Delivered",9276380,318371984,"8","Enter Notes Here"
3394,177,41,"C",NULL,NULL,337,30,55,422,"2014-12-19 11:04:39","2014-12-19 11:04:39","2015-01-14 11:04:39","Delivered",8839534,60867680,"7","Enter Notes Here"
3395,63,36,"B",NULL,NULL,65,6,74,145,"2014-12-19 11:06:01","2014-12-19 11:06:01","2015-02-02 11:06:01","In Transit",6093851,228051402,"4","Enter Notes Here"
3396,38,21,"E",NULL,NULL,422,38,46,506,"2014-12-19 11:59:42","2014-12-19 11:59:42","2015-02-02 11:59:42","In Transit",9744533,709614183,"7","Enter Notes Here"
3397,140,10,"E",NULL,NULL,428,39,76,543,"2014-12-19 13:00:27","2014-12-19 13:00:27","2015-02-03 13:00:27","In Transit",3443110,981027738,"4","Enter Notes Here"
3398,150,32,"E",NULL,NULL,260,23,33,316,"2014-12-19 13:42:02","2014-12-19 13:42:02","2015-01-13 13:42:02","Delivered",5101490,133902677,"3","Enter Notes Here"
3399,123,16,"G",NULL,NULL,139,13,18,170,"2014-12-19 14:23:21","2014-12-19 14:23:21","2015-01-21 14:23:21","Delivered",8766112,223747043,"1","Enter Notes Here"
3400,362,40,"E",NULL,NULL,431,39,58,528,"2014-12-19 14:26:51","2014-12-19 14:26:51","2014-12-29 14:26:51","Delivered",1960678,922466630,"3","Enter Notes Here"
3401,187,2,"D",NULL,NULL,198,18,43,259,"2014-12-19 14:51:56","2014-12-19 14:51:56","2015-01-03 14:51:56","Received",2475332,273066919,"6","Enter Notes Here"
3402,316,10,"C",NULL,NULL,295,27,83,405,"2014-12-19 14:58:26","2014-12-19 14:58:26","2015-01-09 14:58:26","Delivered",6040772,396101232,"5","Enter Notes Here"
3403,273,49,"C",NULL,NULL,296,27,75,398,"2014-12-19 15:11:38","2014-12-19 15:11:38","2015-01-24 15:11:38","Delivered",432601,734830673,"6","Enter Notes Here"
3404,349,48,"E",NULL,NULL,195,18,71,284,"2014-12-19 15:12:17","2014-12-19 15:12:17","2015-01-16 15:12:17","Cancelled",3382922,852611647,"2","Enter Notes Here"
3405,67,21,"F",NULL,NULL,185,17,94,296,"2014-12-19 16:49:39","2014-12-19 16:49:39","2014-12-29 16:49:39","Delivered",2912807,499164551,"9","Enter Notes Here"
3406,167,24,"F",NULL,NULL,218,20,41,279,"2014-12-19 17:17:22","2014-12-19 17:17:22","2014-12-30 17:17:22","Delivered",9359600,112679664,"2","Enter Notes Here"
3407,41,37,"E",NULL,NULL,426,38,92,556,"2014-12-19 17:19:47","2014-12-19 17:19:47","2015-01-04 17:19:47","In Transit",3097194,653371475,"1","Enter Notes Here"
3408,307,35,"D",NULL,NULL,313,28,18,359,"2014-12-19 17:34:10","2014-12-19 17:34:10","2015-01-03 17:34:10","Delivered",673232,526473256,"2","Enter Notes Here"
3409,223,7,"E",NULL,NULL,452,41,70,563,"2014-12-19 18:39:22","2014-12-19 18:39:22","2015-01-29 18:39:22","In Transit",4347676,70604226,"9","Enter Notes Here"
3410,355,10,"E",NULL,NULL,392,35,12,439,"2014-12-19 20:19:32","2014-12-19 20:19:32","2015-01-26 20:19:32","Ready for Pickup",527622,768702712,"9","Enter Notes Here"
3411,190,33,"F",NULL,NULL,389,35,38,462,"2014-12-19 21:15:05","2014-12-19 21:15:05","2014-12-31 21:15:05","Delivered",2879937,530955861,"4","Enter Notes Here"
3412,314,47,"G",NULL,NULL,414,37,11,462,"2014-12-20 03:03:33","2014-12-20 03:03:33","2015-01-03 03:03:33","Received",5432682,141982232,"5","Enter Notes Here"
3413,305,3,"B",NULL,NULL,142,13,41,196,"2014-12-20 06:19:18","2014-12-20 06:19:18","2015-01-27 06:19:18","Delivered",8346924,460765198,"4","Enter Notes Here"
3414,304,47,"D",NULL,NULL,340,31,100,471,"2014-12-20 15:12:33","2014-12-20 15:12:33","2015-01-11 15:12:33","Ready for Pickup",3357885,245451596,"5","Enter Notes Here"
3415,72,33,"D",NULL,NULL,427,38,86,551,"2014-12-20 20:07:09","2014-12-20 20:07:09","2015-01-02 20:07:09","Cancelled",6678966,860841175,"4","Enter Notes Here"
3416,160,12,"F",NULL,NULL,453,41,91,585,"2014-12-20 22:17:51","2014-12-20 22:17:51","2015-01-28 22:17:51","In Transit",3385099,832202320,"1","Enter Notes Here"
3417,343,4,"G",NULL,NULL,301,27,76,404,"2014-12-20 22:55:40","2014-12-20 22:55:40","2015-01-23 22:55:40","Cancelled",4854100,496158610,"5","Enter Notes Here"
3418,148,13,"E",NULL,NULL,251,23,67,341,"2014-12-20 23:51:32","2014-12-20 23:51:32","2015-01-31 23:51:32","Delivered",6561965,752276984,"8","Enter Notes Here"
